FlightNum,DepTime,CRSDepTime,ArrTime,CRSArrTime,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2250,1533,1424,1831,1559,178,95,56,152,69,160,6,116,0,0,152,0,0
3053,1649,1515,1917,1725,148,130,76,112,94,487,7,65,0,0,112,0,0
2808,824,830,1005,943,101,73,47,22,-6,266,7,47,0,0,22,0,0
2766,1447,1306,1814,1611,147,125,102,123,101,843,3,42,123,0,0,0,0
7119,1157,1119,1300,1224,63,65,50,36,38,213,5,8,36,0,0,0,0
7336,2314,2205,33,2339,79,94,62,54,69,418,4,13,54,0,0,0,0
7119,1027,948,1136,1051,69,63,36,45,39,213,2,31,45,0,0,0,0
7180,1107,1049,1239,1215,212,206,180,24,18,1199,11,21,0,0,6,0,18
7154,1617,1533,1604,1535,47,62,39,29,44,157,3,5,0,0,29,0,0
7290,624,611,740,712,76,61,52,28,13,177,6,18,28,0,0,0,0
7279,1921,1706,2051,1832,90,86,68,139,135,401,4,18,139,0,0,0,0
7337,1317,1227,1459,1409,102,102,85,50,50,441,5,12,50,0,0,0,0
7216,1854,1712,2002,1845,68,93,46,77,102,213,8,14,0,0,77,0,0
7343,1721,1659,1817,1755,116,116,96,22,22,595,4,16,22,0,0,0,0
2916,2123,2110,2322,2247,119,97,69,35,13,479,8,42,13,0,22,0,0
2831,905,910,1031,1016,86,66,38,15,-5,197,4,44,0,0,15,0,0
2151,1826,1829,2106,2050,160,141,91,16,-3,618,3,66,0,0,16,0,0
2457,1720,1725,1935,1912,135,107,80,23,-5,545,16,39,0,0,23,0,0
2996,1706,1715,2101,2026,175,131,105,35,-9,716,12,58,0,0,35,0,0
2900,1936,1842,2253,2157,137,135,111,56,54,861,8,18,54,0,2,0,0
2554,1656,1700,2107,2023,191,143,114,44,-4,790,10,67,0,0,44,0,0
2226,2011,1940,2122,2052,71,72,49,30,31,324,8,14,0,0,0,0,30
2420,1718,1718,1756,1732,98,74,80,24,0,277,11,7,0,0,24,0,0
2930,2128,2129,2321,2258,113,89,57,23,-1,398,3,53,0,0,23,0,0
2209,1124,1125,1255,1235,91,70,52,20,-1,256,8,31,0,0,20,0,0
2665,2038,1950,2238,2153,60,63,41,45,48,271,4,15,45,0,0,0,0
2187,1810,1740,2156,2030,226,170,137,86,30,817,18,71,0,0,56,0,30
2251,1848,1725,1903,1742,75,77,51,81,83,320,8,16,0,0,0,0,81
2961,1334,1331,1604,1535,150,124,98,29,3,750,5,47,0,0,29,0,0
2293,1700,1705,1911,1837,131,92,66,34,-5,490,5,60,0,0,34,0,0
5857,1546,1505,1803,1720,137,135,94,43,41,569,12,31,0,0,43,0,0
580,1201,1200,1703,1625,242,205,178,38,1,1372,7,57,0,0,38,0,0
144,1544,1550,2356,2335,312,285,254,21,-6,2288,11,47,0,0,21,0,0
829,1900,1845,2017,1955,197,190,175,22,15,1126,5,17,15,0,7,0,0
1246,1430,1425,1825,1805,175,160,128,20,5,1121,35,12,0,0,20,0,0
1788,1137,1105,1450,1430,133,145,123,20,32,1062,2,8,20,0,0,0,0
2193,720,635,1209,1140,169,185,137,29,45,1235,14,18,29,0,0,0,0
1411,1933,1900,2117,2050,164,170,110,27,33,719,5,49,0,0,22,0,5
1296,1220,1115,1329,1220,69,65,44,69,65,190,13,12,0,0,4,0,65
2281,1530,1345,1702,1545,152,180,137,77,105,927,5,10,41,0,0,0,36
1574,1114,1050,1208,1150,54,60,37,18,24,237,4,13,1,0,0,0,17
792,2121,1900,2350,2150,209,230,194,120,141,1565,5,10,106,0,0,0,14
985,1647,1650,1807,1750,80,60,41,17,-3,204,29,10,0,0,17,0,0
1382,2238,2105,115,2359,157,174,138,76,93,1086,5,14,75,0,0,0,1
1555,1456,1455,1844,1815,228,200,177,29,1,1090,16,35,0,0,29,0,0
455,1037,1030,1337,1314,180,164,150,23,7,954,10,20,7,0,16,0,0
66,1605,1525,1649,1618,44,53,34,31,40,160,2,8,31,0,0,0,0
603,1859,1605,2207,1854,188,169,155,193,174,866,5,28,27,0,19,0,147
319,2006,1910,2143,2050,97,100,76,53,56,421,6,15,10,0,0,0,43
2,1423,1410,2218,2153,295,283,271,25,13,2329,4,20,0,0,12,0,13
75,1323,1125,1448,1303,145,158,125,105,118,909,4,16,105,0,0,0,0
604,1223,1035,1449,1253,146,138,118,116,108,866,11,17,0,0,116,0,0
525,1432,1410,1716,1654,164,164,140,22,22,938,7,17,6,0,0,0,16
1223,1135,1146,1416,1355,161,129,106,21,-11,680,44,11,0,0,21,0,0
534,1748,1716,2051,2000,183,164,134,51,32,998,7,42,0,0,51,0,0
596,1623,1621,1919,1900,176,159,129,19,2,972,4,43,2,0,17,0,0
1417,1744,1750,1915,1855,211,185,189,20,-6,1226,5,17,0,0,20,0,0
837,1553,1559,1927,1908,214,189,157,19,-6,1028,8,49,0,0,19,0,0
195,2109,1840,2349,2158,340,378,311,111,149,2248,10,19,0,0,111,0,0
91,1739,1630,2051,2025,372,415,342,26,69,2576,5,25,26,0,0,0,0
126,1213,1140,1804,1727,231,227,201,37,33,1626,11,19,33,0,4,0,0
271,2037,1915,2141,2017,64,62,44,84,82,223,5,15,0,0,2,0,82
783,1101,1005,1414,1326,253,261,232,48,56,1597,8,13,48,0,0,0,0
1468,1951,1635,2250,1908,359,333,313,222,196,2227,16,30,0,0,222,0,0
36,1416,1325,1649,1633,153,188,121,16,51,938,9,23,0,0,16,0,0
597,2215,2105,2337,2229,202,204,181,68,70,1222,12,9,0,0,68,0,0
118,1101,1010,1351,1304,170,174,136,47,51,998,4,30,47,0,0,0,0
1551,1749,1723,1952,1930,123,127,77,22,26,529,10,36,0,0,22,0,0
1137,1732,1605,2021,1913,229,248,195,68,87,1372,11,23,68,0,0,0,0
799,904,900,1045,1030,161,150,120,15,4,861,10,31,0,0,15,0,0
1138,1607,1540,2055,2029,228,229,175,26,27,1372,15,38,0,0,26,0,0
425,2242,2000,10,2159,88,119,71,131,162,404,5,12,131,0,0,0,0
1648,1628,1548,1931,1915,123,147,108,16,40,965,5,10,0,0,0,0,16
629,1246,1215,1858,1808,252,233,187,50,31,1605,12,53,0,0,50,0,0
1795,1801,1750,1958,1934,237,224,192,24,11,1379,14,31,11,0,13,0,0
1155,1935,1800,2208,2055,153,175,116,73,95,745,6,31,23,0,0,0,50
621,1554,1515,1800,1741,126,146,97,19,39,644,6,23,0,0,0,0,19
147,1725,1654,1957,1925,152,151,116,32,31,745,10,26,3,0,1,0,28
743,829,835,1016,954,227,199,175,22,-6,1199,10,42,0,0,22,0,0
998,1853,1841,2058,2042,125,121,87,16,12,595,24,14,12,0,4,0,0
781,2213,2149,2326,2311,133,142,111,15,24,732,7,15,4,0,0,0,11
838,1234,1210,1401,1330,87,80,56,31,24,356,7,24,10,0,21,0,0
1543,1903,1731,1933,1755,90,84,55,98,92,332,4,31,92,0,6,0,0
940,1920,1555,2121,1800,61,65,41,201,205,214,8,12,0,0,0,0,201
1685,657,700,914,854,137,114,99,20,-3,516,26,12,0,0,20,0,0
842,1413,1340,1632,1604,139,144,100,28,33,745,7,32,0,0,28,0,0
665,851,855,1054,1036,303,281,264,18,-4,1900,6,33,0,0,18,0,0
1733,1326,1245,1618,1540,172,175,156,38,41,1027,6,10,38,0,0,0,0
971,1454,1450,1643,1616,109,86,76,27,4,403,9,24,0,0,27,0,0
1296,2039,2010,2229,2152,110,102,74,37,29,526,7,29,0,0,8,0,29
1238,1745,1720,1922,1855,97,95,68,27,25,507,4,25,0,0,2,0,25
1653,749,710,919,834,90,84,42,45,39,227,12,36,39,0,6,0,0
1220,1459,1455,1619,1557,80,62,39,22,4,223,5,36,0,0,22,0,0
1001,1919,1920,2126,2110,127,110,84,16,-1,595,8,35,0,0,16,0,0
797,1724,1700,2020,2003,116,123,84,17,24,606,13,19,17,0,0,0,0
1508,2014,1815,2242,2100,148,165,122,102,119,1011,15,11,2,0,0,0,100
50,1058,1040,1425,1342,147,122,105,43,18,689,16,26,1,0,25,0,17
5663,1618,1612,1743,1724,85,72,47,19,6,300,3,35,6,0,13,0,0
4981,1915,1843,2011,1929,116,106,88,42,32,579,3,25,32,0,10,0,0
5323,1249,1156,1447,1400,118,124,102,47,53,644,9,7,0,0,0,0,47
5250,1658,1506,1758,1607,60,61,33,111,112,191,3,24,111,0,0,0,0
5254,1518,1440,1559,1533,41,53,26,26,38,106,9,6,0,0,0,0,26
5600,1704,1705,1930,1913,86,68,56,17,-1,247,10,20,0,0,17,0,0
5230,1736,1739,1936,1913,120,94,88,23,-3,445,19,13,0,0,23,0,0
5492,1421,1332,1504,1429,43,57,30,35,49,164,3,10,35,0,0,0,0
858,1704,1640,1841,1825,97,105,75,16,24,602,3,19,6,0,2,0,8
331,1618,1505,1739,1620,81,75,58,79,73,349,8,15,0,0,6,0,73
725,1811,1800,2023,2005,252,245,213,18,11,1476,8,31,7,0,11,0,0
491,2004,1900,40,2347,156,167,137,53,64,1224,6,13,6,0,0,0,47
724,1211,1150,1719,1659,188,189,169,20,21,1476,5,14,20,0,0,0,0
541,1931,1910,2244,2227,133,137,111,17,21,895,7,15,6,0,11,0,0
288,2055,2045,2216,2156,141,131,104,20,10,696,7,30,10,0,10,0,0
473,845,845,934,911,109,86,69,23,0,425,2,38,0,0,23,0,0
823,1033,1025,1406,1349,153,144,132,17,8,989,13,8,0,8,9,0,0
434,1526,1456,1542,1501,76,65,47,41,30,272,4,25,30,0,11,0,0
443,1914,1848,2128,2111,74,83,58,17,26,425,8,8,0,0,0,0,17
4141,2120,2015,2248,2205,88,110,74,43,65,522,2,12,43,0,0,0,0
4599,1329,1235,1539,1415,130,100,85,84,54,399,29,16,54,0,30,0,0
4230,1048,1000,1300,1215,132,135,116,45,48,798,5,11,0,0,45,0,0
3184,1727,1550,1853,1715,86,85,71,98,97,372,4,11,0,0,1,0,97
3663,1007,830,1119,945,72,75,51,94,97,364,4,17,76,0,0,0,18
3464,739,745,924,905,105,80,66,19,-6,394,29,10,0,0,19,0,0
3553,741,720,841,825,60,65,43,16,21,282,7,10,16,0,0,0,0
4231,1415,1415,1627,1605,132,110,101,22,0,510,6,25,0,0,22,0,0
4354,1205,1105,1431,1345,146,160,126,46,60,911,4,16,9,0,0,0,37
4703,1835,1800,1955,1920,140,140,120,35,35,667,6,14,2,0,0,0,33
3150,2118,2045,2249,2155,91,70,65,54,33,342,12,14,8,0,21,0,25
4502,1905,1910,2120,2100,75,50,26,20,-5,122,2,47,0,0,20,0,0
3081,1456,1425,1528,1505,32,40,20,23,31,89,3,9,23,0,0,0,0
3055,955,915,1052,1005,57,50,34,47,40,109,6,17,40,0,7,0,0
3506,1223,1205,1307,1250,44,45,31,17,18,134,7,6,0,0,0,0,17
3964,1335,1340,1517,1459,102,79,42,18,-5,184,5,55,0,0,18,0,0
3022,1705,1615,1808,1710,63,55,40,58,50,209,6,17,0,0,8,0,50
3559,2131,2100,2222,2205,51,65,41,17,31,281,3,7,17,0,0,0,0
4536,1437,1425,1653,1630,136,125,109,23,12,612,10,17,12,0,11,0,0
4113,1445,1430,1511,1455,86,85,61,16,15,296,4,21,0,0,1,0,15
4756,2045,2020,2202,2129,77,69,47,33,25,213,18,12,20,0,8,0,5
554,1401,1300,1748,1657,167,177,123,51,61,1008,10,34,0,51,0,0,0
298,1439,1335,2119,2012,220,217,187,67,64,1591,14,19,0,0,3,0,64
1755,1122,1125,1258,1225,96,60,40,33,-3,197,6,50,0,0,33,0,0
574,910,805,1018,926,68,81,58,52,65,386,4,6,52,0,0,0,0
449,1416,1400,1626,1610,130,130,108,16,16,700,11,11,16,0,0,0,0
779,1330,1310,1507,1409,97,59,41,58,20,197,8,48,2,0,38,0,18
777,1235,1135,1454,1300,259,205,197,114,60,1300,5,57,0,0,114,0,0
547,2201,2140,2258,2241,117,121,94,17,21,680,7,16,17,0,0,0,0
613,1044,910,1138,1019,174,189,157,79,94,1175,4,13,79,0,0,0,0
181,1840,1840,2109,2051,269,251,239,18,0,1619,11,19,0,0,18,0,0
184,1200,1200,1757,1741,237,221,193,16,0,1532,26,18,0,0,16,0,0
562,1920,1848,2211,2142,111,114,89,29,32,680,5,17,0,0,0,0,29
587,1650,1650,1846,1757,176,127,96,49,0,680,7,73,0,0,49,0,0
1559,1957,1921,2059,2007,62,46,17,52,36,56,6,39,7,0,16,0,29
648,1752,1718,2012,1919,140,121,69,53,34,487,7,64,0,0,53,0,0
6677,2215,2148,2345,2327,150,159,129,18,27,866,10,11,18,0,0,0,0
6523,1740,1650,1805,1718,85,88,61,47,50,307,8,16,47,0,0,0,0
6609,1715,1610,1817,1720,62,70,38,57,65,201,9,15,57,0,0,0,0
6596,1108,950,1212,1120,64,90,50,52,78,280,4,10,52,0,0,0,0
6458,720,655,1026,959,126,124,106,27,25,701,1,19,25,0,2,0,0
6776,2010,1940,2140,2121,90,101,69,19,30,499,5,16,19,0,0,0,0
6753,1145,1120,1348,1320,123,120,80,28,25,431,10,33,25,0,3,0,0
6742,1650,1600,1850,1800,120,120,91,50,50,426,19,10,0,50,0,0,0
5788,1738,1450,1901,1616,83,86,68,165,168,258,9,6,46,0,0,0,119
5816,1858,1836,2137,2120,99,104,78,17,22,654,5,16,17,0,0,0,0
6061,735,737,1037,1004,182,147,152,33,-2,834,3,27,0,0,33,0,0
5712,1750,1602,1853,1706,63,64,43,107,108,173,10,10,0,0,0,0,107
5773,1440,1250,1620,1421,100,91,76,119,110,258,3,21,0,0,9,0,110
6570,1005,1011,1353,1338,168,147,130,15,-6,1048,24,14,0,0,15,0,0
5721,1736,1645,1811,1720,35,35,28,51,51,106,2,5,0,0,0,0,51
5435,1137,1125,1308,1250,91,85,71,18,12,267,2,18,12,0,6,0,0
5734,1424,1425,1455,1440,91,75,70,15,-1,237,8,13,0,0,15,0,0
6198,1728,1601,1935,1815,67,74,44,80,87,286,4,19,80,0,0,0,0
2569,2110,2055,2132,2105,82,70,51,27,15,284,5,26,15,0,12,0,0
5801,1203,1141,1402,1342,59,61,33,20,22,177,10,16,20,0,0,0,0
6565,1827,1813,2027,2011,120,118,101,16,14,639,5,14,14,0,2,0,0
5958,1841,1600,2043,1801,62,61,33,162,161,177,8,21,132,0,1,0,29
1234,1955,1920,2255,2227,120,127,97,28,35,783,5,18,6,0,0,0,22
172,853,819,1742,1658,349,339,316,44,34,2704,7,26,0,0,10,0,34
716,1935,1905,2252,2224,137,139,106,28,30,861,7,24,0,0,0,0,28
876,1155,1133,1524,1505,149,152,132,19,22,1024,4,13,0,0,0,0,19
886,1416,1337,2001,1945,225,248,202,16,39,1846,6,17,0,0,0,0,16
509,1824,1729,2043,2000,259,271,220,43,55,1605,6,33,0,0,0,0,43
1586,1752,1700,1849,1806,117,126,102,43,52,651,5,10,0,0,0,0,43
1204,1924,1850,2140,2119,76,89,54,21,34,412,3,19,7,0,0,0,14
510,846,829,1109,1043,143,134,111,26,17,679,8,24,17,0,9,0,0
959,2052,2020,2234,2158,162,158,123,36,32,888,6,33,0,0,4,0,32
1466,1911,1823,2048,2012,97,109,78,36,48,602,9,10,0,0,0,0,36
403,1300,1153,1416,1320,136,147,121,56,67,846,4,11,56,0,0,0,0
873,1339,1303,2203,2105,324,302,279,58,36,2419,17,28,36,0,22,0,0
332,2353,2140,153,2353,60,73,43,120,133,235,6,11,0,0,0,0,120
1522,1612,1437,2137,2019,205,222,180,78,95,1515,4,21,7,0,0,0,71
133,931,830,1055,1008,84,98,54,47,61,337,3,27,47,0,0,0,0
772,1906,1800,2029,1939,83,99,66,50,66,481,4,13,12,0,0,0,38
456,1823,1751,1952,1924,89,93,71,28,32,507,6,12,0,0,0,0,28
117,2020,1925,2202,2033,102,68,43,89,55,236,9,50,0,0,34,0,55
126,753,755,938,858,105,63,50,40,-2,226,4,51,0,0,40,0,0
1440,1024,940,1128,1104,64,84,49,24,44,331,5,10,24,0,0,0,0
35,2137,2115,2158,2139,81,84,61,19,22,370,9,11,0,0,0,0,19
133,1340,1345,1507,1451,87,66,39,16,-5,226,36,12,0,0,16,0,0
388,1213,1130,1923,1843,250,253,219,40,43,1916,10,21,0,0,0,0,40
92,1419,1410,1732,1701,253,231,233,31,9,1440,5,15,9,0,22,0,0
573,1500,1250,1709,1514,129,144,109,115,130,866,5,15,0,0,78,0,37
385,1714,1550,1844,1717,90,87,71,87,84,397,8,11,0,0,3,0,84
17,1340,1310,1532,1500,112,110,82,32,30,541,8,22,0,0,2,0,30
648,1859,1705,141,2356,222,231,201,105,114,1772,6,15,0,0,0,0,105
188,2200,2109,2211,2122,71,73,52,49,51,304,5,14,49,0,0,0,0
5,1954,1845,2242,2151,108,126,82,51,69,678,5,21,0,0,0,0,51
454,1731,1725,2030,2013,299,288,264,17,6,1848,5,30,6,0,11,0,0
51,1753,1628,131,26,278,298,260,65,85,2248,7,11,2,0,0,0,63
1607,1738,1730,1903,1841,85,71,56,22,8,267,12,17,8,0,14,0,0
88,1246,1055,1424,1246,158,171,142,98,111,1009,2,14,0,0,0,0,98
85,1604,1608,2234,2216,270,248,226,18,-4,1999,7,37,0,0,18,0,0
108,1847,1730,1957,1840,70,70,45,77,77,236,10,15,7,0,0,0,70
1061,1024,1000,1309,1251,165,171,147,18,24,992,4,14,18,0,0,0,0
1830,1534,1535,1708,1647,94,72,58,21,-1,267,3,33,0,0,21,0,0
198,1920,1815,2125,2029,305,314,287,56,65,2077,3,15,56,0,0,0,0
1687,2016,2020,2239,2216,143,116,92,23,-4,631,3,48,0,0,23,0,0
384,1036,1008,1337,1129,181,81,62,128,28,397,5,114,0,0,128,0,0
773,1911,1805,2033,1927,82,82,57,66,66,366,6,19,0,0,0,0,66
210,2217,2137,2319,2246,62,69,43,33,40,328,9,10,0,0,0,0,33
358,1518,1446,1631,1452,133,66,52,99,32,256,8,73,0,0,99,0,0
1674,2029,2020,2149,2132,140,132,95,17,9,599,4,41,9,0,8,0,0
948,2014,1955,2203,2129,109,94,66,34,19,430,6,37,19,0,15,0,0
403,918,840,1012,945,114,125,95,27,38,651,6,13,27,0,0,0,0
181,1831,1705,2127,2009,296,304,275,78,86,1972,7,14,63,0,0,0,15
2640,1512,1440,1643,1620,91,100,70,23,32,507,3,18,0,0,0,0,23
2186,1409,1250,1527,1415,78,85,68,72,79,389,5,5,0,0,0,0,72
708,1617,1550,1711,1650,54,60,43,21,27,237,4,7,1,0,0,0,20
2286,1729,1550,1831,1700,62,70,44,91,99,226,6,12,0,0,91,0,0
3944,1633,1535,1732,1635,59,60,42,57,58,197,12,5,0,0,57,0,0
1893,2311,2055,200,2355,109,120,99,125,136,843,3,7,0,0,5,0,120
1409,1755,1400,1854,1505,59,65,44,229,235,223,3,12,105,0,0,0,124
274,1640,1445,1726,1540,46,55,35,106,115,197,4,7,3,0,0,0,103
3171,1622,1530,1921,1835,119,125,107,46,52,842,4,8,0,0,0,0,46
3577,2040,2020,2321,2305,101,105,79,16,20,632,5,17,14,0,0,0,2
1880,2115,2045,2244,2215,89,90,75,29,30,407,6,8,0,0,0,0,29
241,939,815,1126,935,107,80,65,111,84,397,5,37,0,0,111,0,0
3432,2058,2035,2235,2205,97,90,71,30,23,408,11,15,23,0,7,0,0
771,1320,1225,1900,1820,220,235,205,40,55,1750,4,11,9,0,0,0,31
2371,1923,1840,2111,2020,228,220,197,51,43,1372,24,7,43,0,8,0,0
716,1737,1520,1832,1625,55,65,45,127,137,188,2,8,0,0,0,0,127
1479,1025,935,1123,1045,58,70,46,38,50,236,3,9,0,0,38,0,0
1785,1149,1045,1342,1250,293,305,273,52,64,1984,4,16,0,0,52,0,0
3171,1017,925,1547,1455,210,210,183,52,52,1521,5,22,0,0,5,0,47
3183,1458,1400,1655,1540,117,100,70,75,58,414,8,39,0,0,26,0,49
1072,1520,1505,1538,1520,78,75,66,18,15,367,3,9,7,0,3,0,8
2118,1640,1355,1803,1515,83,80,59,168,165,397,13,11,0,0,168,0,0
1354,1451,1330,2044,1930,233,240,219,74,81,1864,3,11,0,0,0,0,74
251,2046,1810,2300,2030,74,80,63,150,156,443,1,10,6,0,0,0,144
1285,1515,1325,1606,1420,111,115,101,106,110,628,4,6,0,0,1,0,105
310,2032,1635,2130,1740,58,65,47,230,237,319,3,8,139,0,0,0,91
2309,945,945,1210,1155,145,130,116,15,0,671,24,5,0,0,15,0,0
3142,2316,2045,31,2210,75,85,61,141,151,495,4,10,7,0,0,0,134
1285,1845,1635,2027,1825,102,110,91,122,130,569,4,7,28,0,0,0,94
2771,1534,1340,1657,1515,83,95,68,102,114,386,3,12,0,0,8,0,94
694,1205,1045,1440,1315,95,90,83,85,80,487,4,8,0,0,5,0,80
3051,2042,2000,2157,2115,75,75,61,42,42,337,6,8,10,0,0,0,32
2537,1634,1505,1755,1630,261,265,239,85,89,1624,10,12,0,0,59,0,26
629,1547,1325,1709,1450,82,85,61,139,142,345,12,9,0,0,17,0,122
1388,2046,1935,2146,2040,60,65,47,66,71,223,3,10,0,3,0,0,63
1486,2240,1945,314,35,154,170,139,159,175,1235,4,11,0,0,0,0,159
3053,1047,935,1150,1035,183,180,159,75,72,1090,5,19,0,0,75,0,0
2658,1653,1540,1819,1700,86,80,64,79,73,397,8,14,0,0,56,0,23
2727,1938,1900,1939,1910,61,70,52,29,38,304,3,6,1,0,0,0,28
3120,1354,1220,1525,1400,91,100,71,85,94,397,6,14,0,0,0,0,85
480,1405,1405,1715,1700,250,235,232,15,0,1448,5,13,0,0,15,0,0
3075,1400,1330,1515,1455,75,85,64,20,30,446,3,8,0,0,0,6,14
276,1035,945,1255,1205,140,140,121,50,50,806,4,15,50,0,0,0,0
177,2328,2100,36,2225,68,85,55,131,148,447,3,10,3,0,0,0,128
1893,2040,1820,2241,2030,61,70,47,131,140,256,4,10,0,0,8,0,123
445,1615,1535,1717,1635,62,60,48,42,40,296,4,10,40,0,2,0,0
1354,1039,915,1128,1005,109,110,92,83,84,584,6,11,0,0,83,0,0
447,2031,2015,2148,2130,77,75,61,18,16,345,5,11,0,0,2,0,16
2727,1711,1645,1901,1825,110,100,90,36,26,507,6,14,3,0,10,0,23
92,2001,1805,2235,2100,94,115,84,95,116,646,4,6,1,0,0,0,94
274,1524,1330,1607,1415,163,165,148,112,114,987,6,9,0,0,112,0,0
2499,933,820,1054,945,81,85,71,69,73,417,3,7,69,0,0,0,0
462,2356,2150,103,2305,67,75,57,118,126,417,3,7,0,0,0,0,118
1388,1904,1805,2013,1905,129,120,91,68,59,629,12,26,0,0,68,0,0
3119,2312,1930,139,2205,87,95,74,214,222,541,2,11,10,0,0,0,204
3199,2104,2035,2159,2130,55,55,39,29,29,210,5,11,29,0,0,0,0
1394,1535,1340,1640,1455,185,195,172,105,115,1140,5,8,0,0,105,0,0
2710,1653,1435,2120,1925,147,170,134,115,138,1140,5,8,0,0,0,0,115
3174,830,800,935,910,65,70,51,25,30,328,5,9,25,0,0,0,0
2878,1837,1605,2014,1735,97,90,77,159,152,397,4,16,0,0,11,0,148
230,2008,1940,2118,2055,70,75,59,23,28,358,4,7,0,0,0,0,23
2526,1259,1250,1413,1355,74,65,49,18,9,258,3,22,9,0,9,0,0
2518,1558,1435,2107,1950,189,195,178,77,83,1491,3,8,11,0,0,0,66
28,1737,1555,1757,1615,140,140,120,102,102,796,11,9,0,0,102,0,0
2091,1541,1540,1736,1710,175,150,162,26,1,872,5,8,0,0,26,0,0
3506,1635,1550,2148,2110,193,200,178,38,45,1552,7,8,2,0,0,0,36
2375,1417,1225,1606,1420,169,175,154,106,112,1037,8,7,105,0,0,0,1
2640,1111,1010,1204,1110,53,60,42,54,61,296,4,7,0,0,0,0,54
1246,2203,2100,2253,2205,50,65,39,48,63,223,5,6,0,0,0,0,48
603,1528,1335,1801,1605,153,150,129,116,113,762,8,16,0,0,3,0,113
1740,1029,915,1204,1045,95,90,72,79,74,414,4,19,0,0,79,0,0
2215,1426,1240,1636,1500,70,80,60,96,106,422,3,7,0,0,0,0,96
2462,1047,910,1157,1030,70,80,58,87,97,345,4,8,0,0,87,0,0
3031,2248,2120,2336,2215,48,55,39,81,88,248,3,6,0,0,0,0,81
3928,2112,1855,220,25,188,210,179,115,137,1618,2,7,0,0,4,0,111
2031,2031,1950,2232,2200,61,70,48,32,41,304,5,8,0,0,0,0,32
721,2244,2115,58,2335,74,80,64,83,89,468,3,7,0,17,0,0,66
2490,1216,1010,1426,1235,130,145,113,111,126,866,3,14,0,0,111,0,0
3398,1953,1900,17,2330,144,150,128,47,53,1099,3,13,0,0,5,0,42
2460,2005,1755,2107,1910,62,75,50,117,130,223,4,8,0,0,0,0,117
251,2324,2105,16,2205,52,60,41,131,139,255,4,7,0,0,0,0,131
2612,2146,2035,2341,2250,175,195,164,51,71,1107,3,8,51,0,0,0,0
1966,1918,1845,2244,2210,146,145,127,34,33,948,7,12,0,0,1,0,33
2869,1120,1020,1333,1235,73,75,55,58,60,365,3,15,0,0,0,0,58
561,1444,1330,1622,1500,218,210,202,82,74,1295,8,8,0,66,8,0,8
2949,1932,1820,2338,2235,186,195,174,63,72,1444,5,7,3,0,0,0,60
2799,1952,1905,2023,1920,91,75,46,63,47,229,8,37,0,10,16,0,37
1070,1302,1140,1444,1305,102,85,72,99,82,407,3,27,0,0,97,0,2
2789,1739,1540,47,2315,248,275,234,92,119,2155,4,10,0,0,0,0,92
284,2213,2015,2309,2115,56,60,45,114,118,223,2,9,0,0,0,0,114
1982,1932,1750,2028,1850,56,60,44,98,102,220,4,8,0,0,1,0,97
2118,1836,1545,145,2310,249,265,231,155,171,2039,5,13,0,0,3,0,152
3503,2029,2000,2149,2115,200,195,185,34,29,1235,8,7,0,0,15,0,19
1561,2137,1920,2302,2045,85,85,70,137,137,386,3,12,0,0,0,0,137
1688,1900,1830,11,2350,191,200,172,21,30,1489,11,8,5,0,0,0,16
462,2105,1840,2222,2000,77,80,66,142,145,345,3,8,0,0,2,0,140
2175,1936,1900,2036,2005,60,65,41,31,36,226,11,8,0,0,0,0,31
2958,1641,1525,1855,1755,74,90,62,60,76,487,3,9,0,0,0,0,60
2342,1311,1320,1507,1445,116,85,42,22,-9,169,10,64,0,0,22,0,0
2236,1501,1405,1842,1803,161,178,137,39,56,1008,7,17,0,0,39,0,0
2405,1414,1333,1624,1545,130,132,94,39,41,588,8,28,0,0,39,0,0
2058,2156,1920,117,2317,141,177,129,120,156,1092,5,7,55,0,0,0,65
2780,1223,1225,1620,1604,177,159,154,16,-2,1201,5,18,0,0,16,0,0
3118,1432,1355,1641,1608,129,133,101,33,37,628,8,20,0,0,0,0,33
2245,1916,1815,2215,2117,239,242,203,58,61,1325,6,30,9,0,0,0,49
2756,2048,2030,2256,2220,188,170,149,36,18,850,8,31,2,0,18,0,16
3134,1527,1455,1652,1628,145,153,123,24,32,748,5,17,1,0,0,0,23
2695,1651,1530,1820,1712,89,102,78,68,81,562,4,7,68,0,0,0,0
2751,1640,1610,1857,1833,137,143,106,24,30,628,9,22,3,0,0,0,21
7253,2010,1651,2130,1820,80,89,61,190,199,326,7,12,190,0,0,0,0
2844,1430,1234,1516,1340,46,66,32,96,116,160,5,9,96,0,0,0,0
2867,1457,1437,1604,1546,67,69,58,18,20,160,4,5,18,0,0,0,0
7247,1839,1656,1919,1746,40,50,25,93,103,94,4,11,93,0,0,0,0
7130,2024,1646,2125,1805,121,139,103,200,218,666,5,13,0,0,0,0,200
2778,1638,1625,1918,1858,100,93,75,20,13,425,4,21,0,0,20,0,0
2715,1800,1750,1844,1829,104,99,84,15,10,493,4,16,15,0,0,0,0
2734,1830,1748,1900,1807,90,79,61,53,42,355,5,24,53,0,0,0,0
2995,1630,1630,1908,1849,98,79,51,19,0,325,12,35,0,0,19,0,0
